#,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls per 90,Ast per 90,G+A per 90,G-PK per 90,G+A-PK per 90,xG per 90,xAG per 90,xG+xAG per 90,npxG per 90,npxG+xAG per 90
438,Nicolò Casale,ITA,DF,Lazio,it Serie A,26,1998,16,13,"1,306",14.5,0,0,0,0,0,0,1,0,0.8,0.8,0.0,0.9,17,46,4,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
439,Casemiro,BRA,MF,Manchester Utd,eng Premier League,32,1992,19,18,"1,442",16.0,1,2,3,1,0,0,5,0,2.7,2.7,0.9,3.6,8,93,33,0.06,0.12,0.19,0.06,0.19,0.17,0.06,0.23,0.17,0.23
440,Matty Cash,POL,DF,Aston Villa,eng Premier League,26,1997,26,21,"1,898",21.1,2,1,3,2,0,0,6,0,4.1,4.1,2.1,6.2,58,82,89,0.09,0.05,0.14,0.09,0.14,0.20,0.10,0.29,0.20,0.29
441,Josué Casimir,FRA,"FW,DF",Le Havre,fr Ligue 1,22,2001,25,20,"1,649",18.3,0,3,3,0,0,0,6,0,1.6,1.6,3.4,5.0,48,57,115,0.00,0.16,0.16,0.00,0.16,0.09,0.18,0.27,0.09,0.27
442,Giuseppe Caso,ITA,"FW,MF",Frosinone,it Serie A,25,1998,14,2,417,4.6,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.4,15,20,37,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.10,0.06,0.10
443,Cristian Cásseres Jr.,VEN,MF,Toulouse,fr Ligue 1,24,2000,27,20,"1,651",18.3,1,2,3,1,0,0,1,0,1.0,1.0,1.4,2.5,14,72,41,0.05,0.11,0.16,0.05,0.16,0.06,0.08,0.13,0.06,0.13
444,Timothy Castagne,BEL,DF,Fulham,eng Premier League,28,1995,29,25,"2,273",25.3,0,2,2,0,0,0,2,0,1.4,1.4,1.4,2.7,40,70,103,0.00,0.08,0.08,0.00,0.08,0.05,0.05,0.11,0.05,0.11
445,Koen Casteels,BEL,GK,Wolfsburg,de Bundesliga,31,1992,21,21,"1,890",21.0,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
446,Valentín Castellanos,ARG,FW,Lazio,it Serie A,25,1998,29,12,"1,317",14.6,4,3,7,4,0,0,2,0,6.8,6.8,1.6,8.3,13,38,105,0.27,0.21,0.48,0.27,0.48,0.46,0.11,0.57,0.46,0.57
447,Jean-Charles Castelletto,CMR,DF,Nantes,fr Ligue 1,29,1995,25,25,"2,194",24.4,2,0,2,2,0,0,5,0,0.6,0.6,0.8,1.3,22,86,31,0.08,0.00,0.08,0.08,0.08,0.02,0.03,0.05,0.02,0.05
448,Samu Castillejo,ESP,"FW,MF",Sassuolo,it Serie A,29,1995,17,6,536,6.0,0,0,0,0,0,0,2,0,0.3,0.3,1.0,1.2,27,26,45,0.00,0.00,0.00,0.00,0.00,0.04,0.16,0.21,0.04,0.21
449,Jonny Castro,ESP,MF,Wolves,eng Premier League,30,1994,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
450,Santiago Castro,ARG,FW,Bologna,it Serie A,19,2004,3,0,41,0.5,0,0,0,0,0,0,0,0,0.7,0.7,0.0,0.7,0,0,4,0.00,0.00,0.00,0.00,0.00,1.48,0.00,1.48,1.48,1.48
451,Danilo Cataldi,ITA,MF,Lazio,it Serie A,29,1994,24,15,"1,296",14.4,1,0,1,1,0,0,6,0,0.4,0.4,0.8,1.1,7,67,7,0.07,0.00,0.07,0.07,0.07,0.03,0.05,0.08,0.03,0.08
452,Catena,ESP,DF,Osasuna,es La Liga,29,1994,23,22,"1,934",21.5,1,2,3,1,0,0,6,1,0.9,0.9,0.7,1.6,5,57,0,0.05,0.09,0.14,0.05,0.14,0.04,0.03,0.07,0.04,0.07
453,Maximiliano Caufriez,BEL,DF,Clermont Foot,fr Ligue 1,27,1997,17,17,"1,403",15.6,0,1,1,0,0,0,6,3,0.3,0.3,0.2,0.5,20,55,10,0.00,0.06,0.06,0.00,0.06,0.02,0.01,0.03,0.02,0.03
454,Ivan Cavaleiro,POR,FW,Lille,fr Ligue 1,30,1993,15,9,741,8.2,1,1,2,1,0,0,1,0,1.3,1.3,1.0,2.3,18,23,75,0.12,0.12,0.24,0.12,0.24,0.15,0.12,0.28,0.15,0.28
455,Dani Ceballos,ESP,"MF,FW",Real Madrid,es La Liga,27,1996,14,1,238,2.6,0,1,1,0,0,0,1,0,0.2,0.2,1.2,1.4,8,19,14,0.00,0.38,0.38,0.00,0.38,0.06,0.47,0.52,0.06,0.52
456,Emil Ceide,NOR,"FW,MF",Sassuolo,it Serie A,22,2001,9,0,152,1.7,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,11,3,14,0.00,0.00,0.00,0.00,0.00,0.06,0.14,0.20,0.06,0.20
457,Zeki Çelik,TUR,DF,Roma,it Serie A,27,1997,14,3,440,4.9,0,0,0,0,0,0,1,0,0.2,0.2,0.6,0.7,5,18,28,0.00,0.00,0.00,0.00,0.00,0.03,0.12,0.15,0.03,0.15
458,Álex Centelles,ESP,DF,Almería,es La Liga,26,1997,10,8,708,7.9,0,1,1,0,0,0,2,0,0.0,0.0,1.3,1.3,12,22,31,0.00,0.13,0.13,0.00,0.13,0.00,0.17,0.17,0.00,0.17
459,Fabien Centonze,FRA,DF,Hellas Verona,it Serie A,28,1996,6,4,393,4.4,0,1,1,0,0,0,2,0,0.0,0.0,0.9,0.9,13,13,15,0.00,0.23,0.23,0.00,0.23,0.00,0.21,0.21,0.00,0.21
460,Václav Černý,CZE,"FW,MF",Wolfsburg,de Bundesliga,26,1997,19,12,885,9.8,3,1,4,3,0,0,2,0,1.7,1.7,0.9,2.6,21,35,79,0.31,0.10,0.41,0.31,0.41,0.17,0.09,0.27,0.17,0.27
461,Michele Cerofolini,ITA,GK,Frosinone,it Serie A,25,1999,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
462,Alberto Cerri,ITA,FW,Empoli,it Serie A,28,1996,10,8,497,5.5,0,0,0,0,0,0,2,0,0.9,0.9,0.2,1.1,3,8,23,0.00,0.00,0.00,0.00,0.00,0.16,0.04,0.21,0.16,0.21
463,Leonardo Cerri,ITA,DF,Juventus,it Serie A,21,2003,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
464,Franco Cervi,ARG,"MF,DF",Celta Vigo,es La Liga,29,1994,15,5,506,5.6,0,1,1,0,0,0,1,0,0.3,0.3,1.4,1.7,15,23,29,0.00,0.18,0.18,0.00,0.18,0.05,0.26,0.30,0.05,0.30
465,Julian Chabot,GER,DF,Köln,de Bundesliga,26,1998,27,27,"2,287",25.4,0,0,0,0,0,0,8,1,1.2,1.2,0.2,1.4,14,46,2,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06
466,El Chadaille Bitshiabu,FRA,"DF,MF",RB Leipzig,de Bundesliga,18,2005,4,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
467,Fares Chaïbi,ALG,"FW,MF",Toulouse,fr Ligue 1,21,2002,2,0,58,0.6,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,2,5,12,0.00,1.55,1.55,0.00,1.55,0.00,0.29,0.29,0.00,0.29
468,Trevoh Chalobah,ENG,DF,Chelsea,eng Premier League,24,1999,6,4,396,4.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
469,Muhammed Cham,AUT,"MF,FW",Clermont Foot,fr Ligue 1,23,2000,29,25,"2,224",24.7,5,4,9,3,2,3,3,0,6.2,3.8,3.0,6.8,61,131,112,0.20,0.16,0.36,0.12,0.28,0.25,0.12,0.37,0.15,0.27
470,Calum Chambers,ENG,"DF,MF",Aston Villa,eng Premier League,29,1995,2,0,73,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
471,Timothy Chandler,USA,"MF,DF",Eint Frankfurt,de Bundesliga,34,1990,5,0,15,0.2,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,1,4,9,0.00,6.00,6.00,0.00,6.00,0.47,0.82,1.29,0.47,1.29
472,Brendan Chardonnet,FRA,DF,Brest,fr Ligue 1,29,1994,28,28,"2,520",28.0,1,1,2,1,0,0,4,0,1.4,1.4,1.5,2.9,20,84,6,0.04,0.04,0.07,0.04,0.07,0.05,0.05,0.10,0.05,0.10
473,Charlys,BRA,MF,Hellas Verona,it Serie A,20,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
474,Pep Chavarría,ESP,"DF,MF",Rayo Vallecano,es La Liga,26,1998,16,8,777,8.6,0,1,1,0,0,0,5,1,0.7,0.7,0.4,1.1,18,45,47,0.00,0.12,0.12,0.00,0.12,0.08,0.04,0.13,0.08,0.13
475,Jhoanner Chávez,ECU,DF,Lens,fr Ligue 1,21,2002,8,6,481,5.3,0,0,0,0,0,0,1,0,0.3,0.3,0.5,0.8,4,15,19,0.00,0.00,0.00,0.00,0.00,0.06,0.08,0.14,0.06,0.14
476,Walid Cheddira,MAR,FW,Frosinone,it Serie A,26,1998,30,18,"1,628",18.1,6,1,7,5,1,1,0,0,6.9,6.1,1.3,7.4,17,16,89,0.33,0.06,0.39,0.28,0.33,0.38,0.07,0.45,0.34,0.41
477,Rayan Cherki,FRA,"FW,MF",Lyon,fr Ligue 1,20,2003,28,16,"1,452",16.1,1,5,6,1,0,0,0,0,4.1,4.1,3.8,7.9,75,114,159,0.06,0.31,0.37,0.06,0.37,0.26,0.24,0.49,0.26,0.49
478,Youssef Chermiti,POR,FW,Everton,eng Premier League,19,2004,12,0,78,0.9,0,0,0,0,0,0,2,0,0.5,0.5,0.4,0.9,1,4,8,0.00,0.00,0.00,0.00,0.00,0.59,0.47,1.06,0.59,1.06
479,Lucas Chevalier,FRA,GK,Lille,fr Ligue 1,22,2001,28,28,"2,520",28.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
480,Fabio Chiarodia,ITA,"DF,MF",M'Gladbach,de Bundesliga,18,2005,5,0,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
481,Federico Chiesa,ITA,FW,Juventus,it Serie A,26,1997,27,21,"1,779",19.8,7,1,8,6,1,1,1,0,5.2,4.5,5.0,9.5,90,58,157,0.35,0.05,0.40,0.30,0.35,0.27,0.25,0.52,0.23,0.48
482,Ben Chilwell,ENG,DF,Chelsea,eng Premier League,27,1996,13,9,756,8.4,0,1,1,0,0,0,5,0,1.2,1.2,2.2,3.4,22,25,59,0.00,0.12,0.12,0.00,0.12,0.14,0.26,0.41,0.14,0.41
483,Tawanda Chirewa,ENG,MF,Wolves,eng Premier League,20,2003,5,0,40,0.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,5,0.00,0.00,0.00,0.00,0.00,0.17,0.07,0.24,0.17,0.24
484,Pedro Chirivella,ESP,MF,Nantes,fr Ligue 1,26,1997,28,28,"2,355",26.2,1,1,2,1,0,0,3,0,1.5,1.5,1.0,2.5,9,179,54,0.04,0.04,0.08,0.04,0.08,0.06,0.04,0.10,0.06,0.10
485,Leon Chiwome,ENG,FW,Wolves,eng Premier League,18,2006,3,2,174,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,2,7,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
486,Tahith Chong,NED,MF,Luton Town,eng Premier League,24,1999,28,15,"1,556",17.3,4,0,4,4,0,0,3,0,2.5,2.5,0.5,2.9,40,57,77,0.23,0.00,0.23,0.23,0.23,0.14,0.03,0.17,0.14,0.17
487,Joris Chotard,FRA,MF,Montpellier,fr Ligue 1,22,2001,26,26,"2,192",24.4,0,2,2,0,0,0,5,0,0.6,0.6,1.6,2.1,8,90,30,0.00,0.08,0.08,0.00,0.08,0.02,0.06,0.09,0.02,0.09
488,Andreas Christensen,DEN,"DF,MF",Barcelona,es La Liga,28,1996,23,22,"1,640",18.2,0,2,2,0,0,0,4,0,0.7,0.7,1.1,1.8,21,98,5,0.00,0.11,0.11,0.00,0.11,0.04,0.06,0.10,0.04,0.10
489,Jacob Christensen,DEN,"MF,FW",Köln,de Bundesliga,22,2001,6,1,140,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
490,Oliver Christensen,DEN,GK,Fiorentina,it Serie A,25,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
491,Ryan Christie,SCO,MF,Bournemouth,eng Premier League,29,1995,31,30,"2,459",27.3,0,4,4,0,0,0,5,0,1.7,1.7,4.6,6.3,55,142,73,0.00,0.15,0.15,0.00,0.15,0.06,0.17,0.23,0.06,0.23
492,Carney Chukwuemeka,ENG,"MF,FW",Chelsea,eng Premier League,20,2003,9,2,227,2.5,1,1,2,1,0,0,2,0,0.2,0.2,0.3,0.5,4,12,19,0.40,0.40,0.79,0.40,0.79,0.06,0.13,0.19,0.06,0.19
493,Samuel Chukwueze,NGA,FW,Milan,it Serie A,24,1999,20,10,861,9.6,1,2,3,1,0,0,1,0,1.4,1.4,1.2,2.5,45,44,102,0.10,0.21,0.31,0.10,0.31,0.14,0.12,0.26,0.14,0.26
494,Víctor Chust,ESP,DF,Cádiz,es La Liga,24,2000,16,16,"1,341",14.9,0,1,1,0,0,0,1,1,0.3,0.3,0.2,0.5,6,55,2,0.00,0.07,0.07,0.00,0.07,0.02,0.02,0.04,0.02,0.04
495,Pathé Ciss,SEN,"MF,DF",Rayo Vallecano,es La Liga,30,1994,25,13,"1,340",14.9,1,0,1,1,0,0,8,0,1.4,1.4,0.4,1.9,11,66,20,0.07,0.00,0.07,0.07,0.07,0.10,0.03,0.13,0.10,0.13
496,Djaoui Cissé,FRA,MF,Rennes,fr Ligue 1,20,2004,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
497,Ibrahim Cissoko,NED,"FW,MF",Toulouse,fr Ligue 1,21,2003,9,2,219,2.4,0,1,1,0,0,0,1,0,0.4,0.4,0.4,0.9,19,10,36,0.00,0.41,0.41,0.00,0.41,0.18,0.18,0.35,0.18,0.35
498,Giorgio Cittadini,ITA,DF,Monza,it Serie A,22,2002,1,0,15,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
499,Patrick Ciurria,ITA,"DF,MF",Monza,it Serie A,29,1995,22,18,"1,598",17.8,0,1,1,0,0,0,2,0,1.5,1.5,2.6,4.1,41,68,94,0.00,0.06,0.06,0.00,0.06,0.09,0.15,0.23,0.09,0.23
500,Bobby Clark,ENG,MF,Liverpool,eng Premier League,19,2005,5,1,89,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,3,7,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14
501,Jordan Clark,ENG,MF,Luton Town,eng Premier League,30,1993,19,11,"1,038",11.5,1,1,2,1,0,0,3,0,0.8,0.8,0.9,1.7,16,37,27,0.09,0.09,0.17,0.09,0.17,0.07,0.08,0.15,0.07,0.15
502,Alexis Claude-Maurice,FRA,MF,Nice,fr Ligue 1,25,1998,16,3,431,4.8,0,0,0,0,0,0,0,0,0.6,0.6,0.3,0.9,13,19,19,0.00,0.00,0.00,0.00,0.00,0.13,0.06,0.18,0.13,0.18
503,Jonathan Clauss,FRA,DF,Marseille,fr Ligue 1,31,1992,23,21,"1,771",19.7,2,2,4,2,0,0,2,1,0.9,0.9,3.3,4.2,53,127,141,0.10,0.10,0.20,0.10,0.20,0.05,0.17,0.22,0.05,0.22
504,Silvi Clúa,ESP,MF,Girona,es La Liga,19,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
505,Nathaniel Clyne,ENG,"DF,MF",Crystal Palace,eng Premier League,33,1991,13,8,811,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,8,18,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01
506,Marcus Coco,FRA,"DF,FW",Nantes,fr Ligue 1,27,1996,23,15,"1,177",13.1,1,0,1,1,0,0,2,0,0.5,0.5,0.9,1.4,22,46,53,0.08,0.00,0.08,0.08,0.08,0.04,0.07,0.11,0.04,0.11
507,Saúl Coco,EQG,DF,Las Palmas,es La Liga,25,1999,24,20,"1,755",19.5,1,0,1,1,0,0,5,1,1.0,1.0,0.0,1.0,7,57,1,0.05,0.00,0.05,0.05,0.05,0.05,0.00,0.05,0.05,0.05
508,Séamus Coleman,IRL,DF,Everton,eng Premier League,35,1988,9,5,461,5.1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,5,17,11,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.00,0.19
509,Maxime Colin,FRA,DF,Metz,fr Ligue 1,32,1991,17,17,"1,382",15.4,0,0,0,0,0,0,3,0,0.3,0.3,0.4,0.7,21,56,18,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
510,Nathan Collins,IRL,DF,Brentford,eng Premier League,22,2001,28,25,"2,292",25.5,1,1,2,1,0,0,3,0,1.7,1.7,1.8,3.5,10,82,16,0.04,0.04,0.08,0.04,0.08,0.06,0.07,0.14,0.06,0.14
511,Nnamdi Collins,GER,DF,Eint Frankfurt,de Bundesliga,20,2004,2,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,13,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
512,Lorenzo Colombo,ITA,FW,Monza,it Serie A,22,2002,23,15,"1,289",14.3,4,1,5,4,0,0,2,0,3.6,3.6,0.6,4.2,16,24,71,0.28,0.07,0.35,0.28,0.35,0.25,0.04,0.29,0.25,0.29
513,Andrea Colpani,ITA,"MF,FW",Monza,it Serie A,24,1999,32,31,"2,266",25.2,8,4,12,8,0,0,1,0,4.3,4.3,4.3,8.6,81,104,161,0.32,0.16,0.48,0.32,0.48,0.17,0.17,0.34,0.17,0.34
514,Levi Colwill,ENG,DF,Chelsea,eng Premier League,21,2003,23,20,"1,797",20.0,1,1,2,1,0,0,2,0,1.3,1.3,1.2,2.5,23,73,27,0.05,0.05,0.10,0.05,0.10,0.06,0.06,0.12,0.06,0.12
515,Kingsley Coman,FRA,FW,Bayern Munich,de Bundesliga,27,1996,17,15,"1,113",12.4,3,3,6,3,0,0,1,0,2.8,2.8,3.8,6.6,75,72,210,0.24,0.24,0.49,0.24,0.49,0.22,0.31,0.53,0.22,0.53
516,Eray Cömert,SUI,DF,Nantes,fr Ligue 1,26,1998,21,20,"1,724",19.2,2,0,2,2,0,0,5,0,0.6,0.6,0.1,0.8,7,54,3,0.10,0.00,0.10,0.10,0.10,0.03,0.01,0.04,0.03,0.04
517,Santi Comesaña,ESP,MF,Villarreal,es La Liga,27,1996,22,15,"1,287",14.3,2,0,2,2,0,0,8,1,1.7,1.7,1.7,3.4,19,74,35,0.14,0.00,0.14,0.14,0.14,0.12,0.12,0.24,0.12,0.24
518,Pietro Comuzzo,ITA,"DF,FW",Fiorentina,it Serie A,19,2005,3,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
519,Andrea Consigli,ITA,GK,Sassuolo,it Serie A,37,1987,30,30,"2,700",30.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
520,Bambasé Conté,GER,"MF,FW",Hoffenheim,de Bundesliga,20,2003,6,0,47,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,2,7,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12
521,Nikita Contini Baranovsky,ITA,GK,Napoli,it Serie A,27,1996,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
522,Lewis Cook,ENG,MF,Bournemouth,eng Premier League,27,1997,27,26,"2,246",25.0,0,3,3,0,0,0,5,1,0.3,0.3,3.3,3.7,16,122,13,0.00,0.12,0.12,0.00,0.12,0.01,0.13,0.15,0.01,0.15
523,Copete,ESP,DF,Mallorca,es La Liga,24,1999,15,14,"1,070",11.9,1,0,1,1,0,0,4,0,0.5,0.5,0.1,0.7,3,42,1,0.08,0.00,0.08,0.08,0.08,0.04,0.01,0.06,0.04,0.06
524,Diego Coppola,ITA,DF,Hellas Verona,it Serie A,20,2003,18,12,"1,094",12.2,1,0,1,1,0,0,7,0,0.7,0.7,0.0,0.7,1,25,0,0.08,0.00,0.08,0.08,0.08,0.06,0.00,0.06,0.06,0.06
525,Francis Coquelin,FRA,MF,Villarreal,es La Liga,32,1991,12,8,676,7.5,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,3,36,11,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
526,Tommaso Corazza,ITA,DF,Bologna,it Serie A,19,2004,7,1,167,1.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,8,12,9,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
527,Theo Corbeanu,CAN,"MF,DF",Granada,es La Liga,21,2002,6,1,132,1.5,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,3,5,11,0.68,0.00,0.68,0.68,0.68,0.19,0.00,0.19,0.19,0.19
528,Jeppe Corfitzen,DEN,FW,Lecce,it Serie A,19,2004,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
529,Jack Cork,ENG,MF,Burnley,eng Premier League,34,1989,3,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
530,Maxwel Cornet,CIV,"MF,FW",West Ham,eng Premier League,27,1996,6,1,106,1.2,1,0,1,1,0,0,0,0,0.4,0.4,0.2,0.6,3,2,7,0.85,0.00,0.85,0.85,0.85,0.34,0.14,0.48,0.34,0.48
531,Giacomo Corona,ITA,FW,Empoli,it Serie A,20,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
532,Jesús Corona,MEX,"MF,DF",Sevilla,es La Liga,31,1993,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
533,Ángel Correa,ARG,"FW,MF",Atlético Madrid,es La Liga,29,1995,25,7,"1,033",11.5,8,2,10,7,1,1,2,0,6.7,6.0,2.5,8.5,30,45,99,0.70,0.17,0.87,0.61,0.78,0.59,0.22,0.81,0.52,0.74
534,Joaquín Correa,ARG,"FW,MF",Marseille,fr Ligue 1,29,1994,11,5,372,4.1,0,0,0,0,0,0,2,0,0.6,0.6,0.7,1.3,6,22,51,0.00,0.00,0.00,0.00,0.00,0.15,0.17,0.33,0.15,0.33
535,Thierry Correia,POR,DF,Valencia,es La Liga,25,1999,24,19,"1,665",18.5,0,2,2,0,0,0,2,1,0.6,0.6,0.7,1.3,30,65,41,0.00,0.11,0.11,0.00,0.11,0.03,0.04,0.07,0.03,0.07
536,Oscar Cortés,COL,"FW,MF",Lens,fr Ligue 1,20,2003,4,0,44,0.5,1,1,2,1,0,0,0,0,0.5,0.5,0.7,1.1,1,2,8,2.05,2.05,4.09,2.05,4.09,0.93,1.41,2.35,0.93,2.35
537,Danny da Costa,GER,DF,Mainz 05,de Bundesliga,30,1993,17,9,797,8.9,0,1,1,0,0,0,1,0,0.3,0.3,0.7,1.0,20,39,52,0.00,0.11,0.11,0.00,0.11,0.03,0.08,0.12,0.03,0.12
538,David Pereira da Costa,POR,MF,Lens,fr Ligue 1,23,2001,20,14,"1,193",13.3,3,2,5,3,0,0,2,0,2.0,2.0,3.3,5.4,42,58,90,0.23,0.15,0.38,0.23,0.38,0.15,0.25,0.41,0.15,0.41
539,Jaume Costa,ESP,DF,Mallorca,es La Liga,36,1988,25,15,"1,329",14.8,0,0,0,0,0,0,6,0,0.2,0.2,0.8,0.9,26,39,80,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06
540,Logan Costa,CPV,DF,Toulouse,fr Ligue 1,23,2001,26,24,"2,200",24.4,1,1,2,1,0,0,6,0,1.1,1.1,0.6,1.7,14,110,9,0.04,0.04,0.08,0.04,0.08,0.05,0.02,0.07,0.05,0.07
541,Samu Costa,POR,MF,Mallorca,es La Liga,23,2000,29,22,"1,994",22.2,1,1,2,1,0,0,6,0,1.0,1.0,0.5,1.5,15,83,26,0.05,0.05,0.09,0.05,0.09,0.05,0.02,0.07,0.05,0.07
542,Benoît Costil,FRA,GK,Salernitana,it Serie A,36,1987,12,12,"1,080",12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
543,Grégoire Coudert,FRA,GK,Brest,fr Ligue 1,25,1999,3,2,181,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
544,Vladimír Coufal,CZE,DF,West Ham,eng Premier League,31,1992,31,31,"2,682",29.8,0,7,7,0,0,0,7,1,0.2,0.2,3.2,3.5,61,108,116,0.00,0.23,0.23,0.00,0.23,0.01,0.11,0.12,0.01,0.12
545,Lassana Coulibaly,MLI,MF,Salernitana,it Serie A,28,1996,23,20,"1,677",18.6,0,1,1,0,0,0,5,0,0.3,0.3,0.3,0.6,25,74,32,0.00,0.05,0.05,0.00,0.05,0.02,0.02,0.03,0.02,0.03
546,Mamadou Coulibaly,SEN,DF,Salernitana,it Serie A,25,1999,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
